job_id,instance,size_class,method,epsilon,time_limit,output_file
Instance_5_2_2_0__CP_WWS_EPS__eps_143,Instances/Tiny/Instance_5_2_2_0.txt,Tiny,cp_wws_eps,143,3600.0,results/raw/Instance_5_2_2_0__CP_WWS_EPS__eps_143.csv
Instance_5_2_2_0__LB_AP_EPS__eps_143,Instances/Tiny/Instance_5_2_2_0.txt,Tiny,lb_ap_eps,143,3600.0,results/raw/Instance_5_2_2_0__LB_AP_EPS__eps_143.csv
Instance_5_2_2_0__DECOMP_EPS__eps_143,Instances/Tiny/Instance_5_2_2_0.txt,Tiny,decomp_eps,143,3600.0,results/raw/Instance_5_2_2_0__DECOMP_EPS__eps_143.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_47,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,47,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_47.csv
Instance_5_2_2_1__LB_AP_EPS__eps_47,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,47,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_47.csv
Instance_5_2_2_1__DECOMP_EPS__eps_47,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,47,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_47.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_48,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,48,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_48.csv
Instance_5_2_2_1__LB_AP_EPS__eps_48,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,48,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_48.csv
Instance_5_2_2_1__DECOMP_EPS__eps_48,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,48,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_48.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_49,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,49,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_49.csv
Instance_5_2_2_1__LB_AP_EPS__eps_49,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,49,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_49.csv
Instance_5_2_2_1__DECOMP_EPS__eps_49,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,49,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_49.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_50,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,50,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_50.csv
Instance_5_2_2_1__LB_AP_EPS__eps_50,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,50,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_50.csv
Instance_5_2_2_1__DECOMP_EPS__eps_50,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,50,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_50.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_51,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,51,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_51.csv
Instance_5_2_2_1__LB_AP_EPS__eps_51,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,51,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_51.csv
Instance_5_2_2_1__DECOMP_EPS__eps_51,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,51,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_51.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_52,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,52,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_52.csv
Instance_5_2_2_1__LB_AP_EPS__eps_52,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,52,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_52.csv
Instance_5_2_2_1__DECOMP_EPS__eps_52,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,52,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_52.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_53,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,53,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_53.csv
Instance_5_2_2_1__LB_AP_EPS__eps_53,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,53,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_53.csv
Instance_5_2_2_1__DECOMP_EPS__eps_53,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,53,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_53.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_54,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,54,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_54.csv
Instance_5_2_2_1__LB_AP_EPS__eps_54,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,54,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_54.csv
Instance_5_2_2_1__DECOMP_EPS__eps_54,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,54,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_54.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_55,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,55,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_55.csv
Instance_5_2_2_1__LB_AP_EPS__eps_55,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,55,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_55.csv
Instance_5_2_2_1__DECOMP_EPS__eps_55,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,55,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_55.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_56,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,56,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_56.csv
Instance_5_2_2_1__LB_AP_EPS__eps_56,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,56,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_56.csv
Instance_5_2_2_1__DECOMP_EPS__eps_56,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,56,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_56.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_57,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,57,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_57.csv
Instance_5_2_2_1__LB_AP_EPS__eps_57,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,57,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_57.csv
Instance_5_2_2_1__DECOMP_EPS__eps_57,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,57,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_57.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_58,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,58,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_58.csv
Instance_5_2_2_1__LB_AP_EPS__eps_58,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,58,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_58.csv
Instance_5_2_2_1__DECOMP_EPS__eps_58,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,58,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_58.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_59,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,59,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_59.csv
Instance_5_2_2_1__LB_AP_EPS__eps_59,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,59,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_59.csv
Instance_5_2_2_1__DECOMP_EPS__eps_59,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,59,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_59.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_60,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,60,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_60.csv
Instance_5_2_2_1__LB_AP_EPS__eps_60,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,60,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_60.csv
Instance_5_2_2_1__DECOMP_EPS__eps_60,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,60,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_60.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_61,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,61,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_61.csv
Instance_5_2_2_1__LB_AP_EPS__eps_61,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,61,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_61.csv
Instance_5_2_2_1__DECOMP_EPS__eps_61,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,61,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_61.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_62,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,62,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_62.csv
Instance_5_2_2_1__LB_AP_EPS__eps_62,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,62,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_62.csv
Instance_5_2_2_1__DECOMP_EPS__eps_62,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,62,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_62.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_63,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,63,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_63.csv
Instance_5_2_2_1__LB_AP_EPS__eps_63,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,63,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_63.csv
Instance_5_2_2_1__DECOMP_EPS__eps_63,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,63,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_63.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_64,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,64,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_64.csv
Instance_5_2_2_1__LB_AP_EPS__eps_64,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,64,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_64.csv
Instance_5_2_2_1__DECOMP_EPS__eps_64,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,64,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_64.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_65,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,65,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_65.csv
Instance_5_2_2_1__LB_AP_EPS__eps_65,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,65,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_65.csv
Instance_5_2_2_1__DECOMP_EPS__eps_65,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,65,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_65.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_66,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,66,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_66.csv
Instance_5_2_2_1__LB_AP_EPS__eps_66,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,66,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_66.csv
Instance_5_2_2_1__DECOMP_EPS__eps_66,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,66,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_66.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_67,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,67,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_67.csv
Instance_5_2_2_1__LB_AP_EPS__eps_67,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,67,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_67.csv
Instance_5_2_2_1__DECOMP_EPS__eps_67,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,67,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_67.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_68,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,68,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_68.csv
Instance_5_2_2_1__LB_AP_EPS__eps_68,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,68,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_68.csv
Instance_5_2_2_1__DECOMP_EPS__eps_68,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,68,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_68.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_69,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,69,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_69.csv
Instance_5_2_2_1__LB_AP_EPS__eps_69,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,69,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_69.csv
Instance_5_2_2_1__DECOMP_EPS__eps_69,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,69,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_69.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_70,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,70,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_70.csv
Instance_5_2_2_1__LB_AP_EPS__eps_70,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,70,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_70.csv
Instance_5_2_2_1__DECOMP_EPS__eps_70,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,70,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_70.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_71,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,71,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_71.csv
Instance_5_2_2_1__LB_AP_EPS__eps_71,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,71,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_71.csv
Instance_5_2_2_1__DECOMP_EPS__eps_71,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,71,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_71.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_72,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,72,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_72.csv
Instance_5_2_2_1__LB_AP_EPS__eps_72,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,72,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_72.csv
Instance_5_2_2_1__DECOMP_EPS__eps_72,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,72,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_72.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_73,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,73,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_73.csv
Instance_5_2_2_1__LB_AP_EPS__eps_73,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,73,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_73.csv
Instance_5_2_2_1__DECOMP_EPS__eps_73,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,73,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_73.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_74,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,74,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_74.csv
Instance_5_2_2_1__LB_AP_EPS__eps_74,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,74,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_74.csv
Instance_5_2_2_1__DECOMP_EPS__eps_74,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,74,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_74.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_75,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,75,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_75.csv
Instance_5_2_2_1__LB_AP_EPS__eps_75,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,75,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_75.csv
Instance_5_2_2_1__DECOMP_EPS__eps_75,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,75,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_75.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_76,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,76,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_76.csv
Instance_5_2_2_1__LB_AP_EPS__eps_76,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,76,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_76.csv
Instance_5_2_2_1__DECOMP_EPS__eps_76,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,76,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_76.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_77,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,77,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_77.csv
Instance_5_2_2_1__LB_AP_EPS__eps_77,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,77,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_77.csv
Instance_5_2_2_1__DECOMP_EPS__eps_77,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,77,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_77.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_78,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,78,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_78.csv
Instance_5_2_2_1__LB_AP_EPS__eps_78,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,78,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_78.csv
Instance_5_2_2_1__DECOMP_EPS__eps_78,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,78,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_78.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_79,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,79,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_79.csv
Instance_5_2_2_1__LB_AP_EPS__eps_79,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,79,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_79.csv
Instance_5_2_2_1__DECOMP_EPS__eps_79,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,79,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_79.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_80,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,80,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_80.csv
Instance_5_2_2_1__LB_AP_EPS__eps_80,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,80,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_80.csv
Instance_5_2_2_1__DECOMP_EPS__eps_80,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,80,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_80.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_81,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,81,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_81.csv
Instance_5_2_2_1__LB_AP_EPS__eps_81,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,81,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_81.csv
Instance_5_2_2_1__DECOMP_EPS__eps_81,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,81,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_81.csv
Instance_5_2_2_1__CP_WWS_EPS__eps_82,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,cp_wws_eps,82,3600.0,results/raw/Instance_5_2_2_1__CP_WWS_EPS__eps_82.csv
Instance_5_2_2_1__LB_AP_EPS__eps_82,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,lb_ap_eps,82,3600.0,results/raw/Instance_5_2_2_1__LB_AP_EPS__eps_82.csv
Instance_5_2_2_1__DECOMP_EPS__eps_82,Instances/Tiny/Instance_5_2_2_1.txt,Tiny,decomp_eps,82,3600.0,results/raw/Instance_5_2_2_1__DECOMP_EPS__eps_82.csv
Instance_5_2_2_2__CP_WWS_EPS__eps_148,Instances/Tiny/Instance_5_2_2_2.txt,Tiny,cp_wws_eps,148,3600.0,results/raw/Instance_5_2_2_2__CP_WWS_EPS__eps_148.csv
Instance_5_2_2_2__LB_AP_EPS__eps_148,Instances/Tiny/Instance_5_2_2_2.txt,Tiny,lb_ap_eps,148,3600.0,results/raw/Instance_5_2_2_2__LB_AP_EPS__eps_148.csv
Instance_5_2_2_2__DECOMP_EPS__eps_148,Instances/Tiny/Instance_5_2_2_2.txt,Tiny,decomp_eps,148,3600.0,results/raw/Instance_5_2_2_2__DECOMP_EPS__eps_148.csv
Instance_5_3_2_0__CP_WWS_EPS__eps_94,Instances/Tiny/Instance_5_3_2_0.txt,Tiny,cp_wws_eps,94,3600.0,results/raw/Instance_5_3_2_0__CP_WWS_EPS__eps_94.csv
Instance_5_3_2_0__LB_AP_EPS__eps_94,Instances/Tiny/Instance_5_3_2_0.txt,Tiny,lb_ap_eps,94,3600.0,results/raw/Instance_5_3_2_0__LB_AP_EPS__eps_94.csv
Instance_5_3_2_0__DECOMP_EPS__eps_94,Instances/Tiny/Instance_5_3_2_0.txt,Tiny,decomp_eps,94,3600.0,results/raw/Instance_5_3_2_0__DECOMP_EPS__eps_94.csv
Instance_5_3_2_0__CP_WWS_EPS__eps_95,Instances/Tiny/Instance_5_3_2_0.txt,Tiny,cp_wws_eps,95,3600.0,results/raw/Instance_5_3_2_0__CP_WWS_EPS__eps_95.csv
Instance_5_3_2_0__LB_AP_EPS__eps_95,Instances/Tiny/Instance_5_3_2_0.txt,Tiny,lb_ap_eps,95,3600.0,results/raw/Instance_5_3_2_0__LB_AP_EPS__eps_95.csv
Instance_5_3_2_0__DECOMP_EPS__eps_95,Instances/Tiny/Instance_5_3_2_0.txt,Tiny,decomp_eps,95,3600.0,results/raw/Instance_5_3_2_0__DECOMP_EPS__eps_95.csv
Instance_5_3_2_0__CP_WWS_EPS__eps_96,Instances/Tiny/Instance_5_3_2_0.txt,Tiny,cp_wws_eps,96,3600.0,results/raw/Instance_5_3_2_0__CP_WWS_EPS__eps_96.csv
Instance_5_3_2_0__LB_AP_EPS__eps_96,Instances/Tiny/Instance_5_3_2_0.txt,Tiny,lb_ap_eps,96,3600.0,results/raw/Instance_5_3_2_0__LB_AP_EPS__eps_96.csv
Instance_5_3_2_0__DECOMP_EPS__eps_96,Instances/Tiny/Instance_5_3_2_0.txt,Tiny,decomp_eps,96,3600.0,results/raw/Instance_5_3_2_0__DECOMP_EPS__eps_96.csv
Instance_5_3_2_0__CP_WWS_EPS__eps_97,Instances/Tiny/Instance_5_3_2_0.txt,Tiny,cp_wws_eps,97,3600.0,results/raw/Instance_5_3_2_0__CP_WWS_EPS__eps_97.csv
Instance_5_3_2_0__LB_AP_EPS__eps_97,Instances/Tiny/Instance_5_3_2_0.txt,Tiny,lb_ap_eps,97,3600.0,results/raw/Instance_5_3_2_0__LB_AP_EPS__eps_97.csv
Instance_5_3_2_0__DECOMP_EPS__eps_97,Instances/Tiny/Instance_5_3_2_0.txt,Tiny,decomp_eps,97,3600.0,results/raw/Instance_5_3_2_0__DECOMP_EPS__eps_97.csv
Instance_5_3_2_0__CP_WWS_EPS__eps_98,Instances/Tiny/Instance_5_3_2_0.txt,Tiny,cp_wws_eps,98,3600.0,results/raw/Instance_5_3_2_0__CP_WWS_EPS__eps_98.csv
Instance_5_3_2_0__LB_AP_EPS__eps_98,Instances/Tiny/Instance_5_3_2_0.txt,Tiny,lb_ap_eps,98,3600.0,results/raw/Instance_5_3_2_0__LB_AP_EPS__eps_98.csv
Instance_5_3_2_0__DECOMP_EPS__eps_98,Instances/Tiny/Instance_5_3_2_0.txt,Tiny,decomp_eps,98,3600.0,results/raw/Instance_5_3_2_0__DECOMP_EPS__eps_98.csv
Instance_5_3_2_0__CP_WWS_EPS__eps_99,Instances/Tiny/Instance_5_3_2_0.txt,Tiny,cp_wws_eps,99,3600.0,results/raw/Instance_5_3_2_0__CP_WWS_EPS__eps_99.csv
